
2026-04-25 22:04:34.519893,"uick Access pada Login Screen memungkinkan nasabah mengakses fitur-fitur utama Movin secara lebih cepat tanpa harus melalui proses login penuh, sehingga meningkatkan kemudahan, kecepatan, dan kenyamanan pengguna dalam mengakses layanan yang sering digunakan. ",1. Risiko Akses Tidak Sah,User error or intentional actions to bypass security measures,Unauthorized access to sensitive information or financial transactions,Implement strict access controls and regular user authentication checks,Low,5,Operasional,Pending Review
2026-04-25 22:09:51.141155,"uick Access pada Login Screen memungkinkan nasabah mengakses fitur-fitur utama Movin secara lebih cepat tanpa harus melalui proses login penuh, sehingga meningkatkan kemudahan, kecepatan, dan kenyamanan pengguna dalam mengakses layanan yang sering digunakan. ",Risiko 2: Data Breach,Penyebah: Nasabah tidak menggunakan password yang kuat dan tidak dilakukan verifikasi dua-faktor.,"Data nasabah teridentifikasi dan tercemar, serta menimbulkan kerugian reputasi bank.","Implementasikan policy keamanan yang lebih ketat untuk penggunaan password, serta meningkatkan monitoring untuk mendeteksi data breach.",High,15,Data Privacy,Pending Review
2026-04-25 22:09:51.141155,"uick Access pada Login Screen memungkinkan nasabah mengakses fitur-fitur utama Movin secara lebih cepat tanpa harus melalui proses login penuh, sehingga meningkatkan kemudahan, kecepatan, dan kenyamanan pengguna dalam mengakses layanan yang sering digunakan. ",Risiko 3: Keterlambatan Transaksi,Penyebah: Sistem tidak dapat menangani transaksi dengan cepat dan akurat.,"Nasabah mengalami keterlambatan dalam melakukan transaksi, serta menimbulkan masalah internal bank.","Meningkatkan performa sistem, serta meningkatkan kontrol internal untuk memantau transaksi.",Medium,10,Operasional,Pending Review
2026-04-25 22:09:51.141155,"uick Access pada Login Screen memungkinkan nasabah mengakses fitur-fitur utama Movin secara lebih cepat tanpa harus melalui proses login penuh, sehingga meningkatkan kemudahan, kecepatan, dan kenyamanan pengguna dalam mengakses layanan yang sering digunakan. ",Risiko 4: Identitas Nasabah Tidak Valid,Penyebah: Nasabah tidak memberikan data identitas yang valid dan terverifikasi.,"Bank mengalami kerugian reputasi, serta menimbulkan masalah internal bank.","Meningkatkan validasi nasabah sebelum melakukan transaksi, serta meningkatkan monitoring untuk mendeteksi identitas tidak valid.",High,15,Operasional,Pending Review
2026-04-25 22:09:51.141155,"uick Access pada Login Screen memungkinkan nasabah mengakses fitur-fitur utama Movin secara lebih cepat tanpa harus melalui proses login penuh, sehingga meningkatkan kemudahan, kecepatan, dan kenyamanan pengguna dalam mengakses layanan yang sering digunakan. ",Risiko 5: Ketergantungan pada Sistem,Penyebah: Nasabah tergantung pada sistem yang kurang stabil dan kurang reliabel.,"Nasabah mengalami gangguan dalam melakukan transaksi, serta menimbulkan masalah internal bank.","Meningkatkan performa sistem, serta meningkatkan monitoring untuk memantau ketergantungan.",Medium,10,IT Risk,Pending Review
2026-04-25 22:09:51.141155,"uick Access pada Login Screen memungkinkan nasabah mengakses fitur-fitur utama Movin secara lebih cepat tanpa harus melalui proses login penuh, sehingga meningkatkan kemudahan, kecepatan, dan kenyamanan pengguna dalam mengakses layanan yang sering digunakan. ",Risiko 6: Akses tidak Sah,Penyebah: Nasabah tidak memiliki akses yang sah ke sistem.,"Bank mengalami kerugian finansial, serta menimbulkan masalah internal bank.","Meningkatkan kontrol internal untuk memantau akses, serta meningkatkan monitoring untuk mendeteksi akses tidak sah.",High,15,Operasional,Pending Review
2026-04-25 22:09:51.141155,"uick Access pada Login Screen memungkinkan nasabah mengakses fitur-fitur utama Movin secara lebih cepat tanpa harus melalui proses login penuh, sehingga meningkatkan kemudahan, kecepatan, dan kenyamanan pengguna dalam mengakses layanan yang sering digunakan. ",Risiko 7: Data Nasabah Tidak Rujuk,Penyebah: Data nasabah tidak rujuk dengan data lainnya.,"Bank mengalami kerugian reputasi, serta menimbulkan masalah internal bank.","Meningkatkan validasi data nasabah, serta meningkatkan monitoring untuk mendeteksi data tidak rujuk.",High,15,Data Privacy,Pending Review
2026-04-25 22:09:51.141155,"uick Access pada Login Screen memungkinkan nasabah mengakses fitur-fitur utama Movin secara lebih cepat tanpa harus melalui proses login penuh, sehingga meningkatkan kemudahan, kecepatan, dan kenyamanan pengguna dalam mengakses layanan yang sering digunakan. ",Risiko 8: Sistem tidak Stabil,Penyebah: Sistem tidak stabil dan tidak reliabel.,"Nasabah mengalami gangguan dalam melakukan transaksi, serta menimbulkan masalah internal bank.","Meningkatkan performa sistem, serta meningkatkan monitoring untuk memantau keterstabilan.",Medium,10,IT Risk,Pending Review
2026-04-25 22:09:51.141155,"uick Access pada Login Screen memungkinkan nasabah mengakses fitur-fitur utama Movin secara lebih cepat tanpa harus melalui proses login penuh, sehingga meningkatkan kemudahan, kecepatan, dan kenyamanan pengguna dalam mengakses layanan yang sering digunakan. ",Risiko 9: Data Nasabah Terenkripsi,Penyebah: Data nasabah tidak terenkripsi dengan baik.,"Data nasabah teridentifikasi dan tercemar, serta menimbulkan kerugian reputasi bank.",Meningkatkan keamanan data nasabah dengan menggunakan enkripsi yang lebih kuat.,High,15,Data Privacy,Pending Review
2026-04-25 22:09:51.141155,"uick Access pada Login Screen memungkinkan nasabah mengakses fitur-fitur utama Movin secara lebih cepat tanpa harus melalui proses login penuh, sehingga meningkatkan kemudahan, kecepatan, dan kenyamanan pengguna dalam mengakses layanan yang sering digunakan. ",Risiko 10: Nasabah tidak Memahami Prosedur,Penyebah: Nasabah tidak memahami prosedur penggunaan fitur Quick Access.,"Nasabah mengalami kesulitan dalam melakukan transaksi, serta menimbulkan masalah internal bank.","Meningkatkan edukasi nasabah tentang penggunaan fitur Quick Access, serta meningkatkan monitoring untuk memantau kesulitan.",Low,5,Operasional,Pending Review
2026-04-25 22:11:25.430205,"Fitur Opening Account untuk CIF Existing memungkinkan nasabah yang sudah terdaftar di sistem Bank Mandiri Taspen untuk membuka rekening baru melalui aplikasi Movin tanpa harus datang ke kantor cabang, sehingga mempercepat proses dan meningkatkan efisiensi layanan digital ",**Risk 1: Risiko Kerugian Finansial**,Nasabah tidak memenuhi syarat atau memberikan data yang kurang akurat saat membuka rekening baru.,Bank Mandiri Taspen dapat mengalami kerugian finansial karena pembayaran tidak sesuai atau gagal.,Melakukan validasi dan verifikasi data nasabah sebelum proses pembukaan rekening.,High,15,Operasional,Pending Review
2026-04-25 22:11:25.430205,"Fitur Opening Account untuk CIF Existing memungkinkan nasabah yang sudah terdaftar di sistem Bank Mandiri Taspen untuk membuka rekening baru melalui aplikasi Movin tanpa harus datang ke kantor cabang, sehingga mempercepat proses dan meningkatkan efisiensi layanan digital ",**Risk 2: Risiko Keamanan**,Aplikasi Movin tidak memiliki mekanisme keamanan yang cukup kuat untuk melindungi data nasabah.,"Data nasabah dapat dibocorkan atau dicuri, sehingga berpotensi mengganggu integritas dan kerahasiaan data.",Melakukan monitoring terhadap aplikasi Movin untuk memastikan keamanannya dan meningkatkan kemampuan deteksi ancaman.,Low,5,Operasional,Pending Review
2026-04-25 22:11:25.430205,"Fitur Opening Account untuk CIF Existing memungkinkan nasabah yang sudah terdaftar di sistem Bank Mandiri Taspen untuk membuka rekening baru melalui aplikasi Movin tanpa harus datang ke kantor cabang, sehingga mempercepat proses dan meningkatkan efisiensi layanan digital ",**Risk 3: Risiko Kontrol Internal**,Proses pembukaan rekening tidak memiliki kontrol internal yang cukup efektif.,"Bank Mandiri Taspen dapat mengalami kesalahan atau kekurangan dalam proses pembukaan rekening, sehingga berpotensi mengganggu kemampuan bank untuk memenuhi kewajiban.",Menerapkan kontrol internal yang efektif dan terintegrasi dengan sistem yang ada.,Low,5,Operasional,Pending Review
2026-04-25 22:11:25.430205,"Fitur Opening Account untuk CIF Existing memungkinkan nasabah yang sudah terdaftar di sistem Bank Mandiri Taspen untuk membuka rekening baru melalui aplikasi Movin tanpa harus datang ke kantor cabang, sehingga mempercepat proses dan meningkatkan efisiensi layanan digital ",**Risk 4: Risiko Validasi**,Data nasabah tidak valid atau kurang akurat saat membuka rekening baru.,"Bank Mandiri Taspen dapat mengalami kesalahan dalam proses verifikasi, sehingga berpotensi mengganggu kemampuan bank untuk memenuhi kewajiban.",Melakukan validasi data nasabah sebelum proses pembukaan rekening dan meningkatkan kemampuan deteksi ancaman.,Low,5,Operasional,Pending Review
2026-04-25 22:11:25.430205,"Fitur Opening Account untuk CIF Existing memungkinkan nasabah yang sudah terdaftar di sistem Bank Mandiri Taspen untuk membuka rekening baru melalui aplikasi Movin tanpa harus datang ke kantor cabang, sehingga mempercepat proses dan meningkatkan efisiensi layanan digital ",**Risk 5: Risiko Kemampuan**,Aplikasi Movin tidak memiliki kemampuan yang cukup untuk menangani volume nasabah yang tinggi.,"Bank Mandiri Taspen dapat mengalami kekurangan dalam proses pembukaan rekening, sehingga berpotensi mengganggu kemampuan bank untuk memenuhi kewajiban.",Meningkatkan kemampuan aplikasi Movin dan meningkatkan sistem yang ada.,Low,5,Operasional,Pending Review
2026-04-25 22:11:25.430205,"Fitur Opening Account untuk CIF Existing memungkinkan nasabah yang sudah terdaftar di sistem Bank Mandiri Taspen untuk membuka rekening baru melalui aplikasi Movin tanpa harus datang ke kantor cabang, sehingga mempercepat proses dan meningkatkan efisiensi layanan digital ",**Risk 6: Risiko Komunikasi**,Nasabah tidak memiliki akses yang efektif ke informasi tentang proses pembukaan rekening.,"Bank Mandiri Taspen dapat mengalami kesalahan dalam komunikasi dengan nasabah, sehingga berpotensi mengganggu kemampuan bank untuk memenuhi kewajiban.",Meningkatkan komunikasi dengan nasabah melalui berbagai saluran dan meningkatkan kemampuan deteksi ancaman.,Low,5,Operasional,Pending Review
2026-04-25 22:11:25.430205,"Fitur Opening Account untuk CIF Existing memungkinkan nasabah yang sudah terdaftar di sistem Bank Mandiri Taspen untuk membuka rekening baru melalui aplikasi Movin tanpa harus datang ke kantor cabang, sehingga mempercepat proses dan meningkatkan efisiensi layanan digital ",**Risk 7: Risiko Teknis**,Aplikasi Movin memiliki masalah teknis yang tidak dapat diatasi.,"Bank Mandiri Taspen dapat mengalami kekurangan dalam proses pembukaan rekening, sehingga berpotensi mengganggu kemampuan bank untuk memenuhi kewajiban.",Melakukan monitoring terhadap aplikasi Movin dan meningkatkan sistem yang ada.,Low,5,Operasional,Pending Review
2026-04-25 22:11:25.430205,"Fitur Opening Account untuk CIF Existing memungkinkan nasabah yang sudah terdaftar di sistem Bank Mandiri Taspen untuk membuka rekening baru melalui aplikasi Movin tanpa harus datang ke kantor cabang, sehingga mempercepat proses dan meningkatkan efisiensi layanan digital ",**Risk 8: Risiko Keputusan**,"Nasabah tidak memiliki akses yang efektif ke informasi tentang proses pembukaan rekening, sehingga berpotensi mengganggu kemampuan bank untuk memenuhi kewajiban.","Bank Mandiri Taspen dapat mengalami kesalahan dalam keputusan, sehingga berpotensi mengganggu kemampuan bank untuk memenuhi kewajiban.",Meningkatkan komunikasi dengan nasabah melalui berbagai saluran dan meningkatkan kemampuan deteksi ancaman.,Low,5,Operasional,Pending Review
2026-04-25 22:11:25.430205,"Fitur Opening Account untuk CIF Existing memungkinkan nasabah yang sudah terdaftar di sistem Bank Mandiri Taspen untuk membuka rekening baru melalui aplikasi Movin tanpa harus datang ke kantor cabang, sehingga mempercepat proses dan meningkatkan efisiensi layanan digital ",**Risk 9: Risiko Pengawasan**,Proses pembukaan rekening tidak memiliki pengawasan yang efektif.,"Bank Mandiri Taspen dapat mengalami kesalahan atau kekurangan dalam proses pembukaan rekening, sehingga berpotensi mengganggu kemampuan bank untuk memenuhi kewajiban.",Menerapkan pengawasan yang efektif dan terintegrasi dengan sistem yang ada.,Low,5,Operasional,Pending Review
2026-04-25 22:11:25.430205,"Fitur Opening Account untuk CIF Existing memungkinkan nasabah yang sudah terdaftar di sistem Bank Mandiri Taspen untuk membuka rekening baru melalui aplikasi Movin tanpa harus datang ke kantor cabang, sehingga mempercepat proses dan meningkatkan efisiensi layanan digital ",**Risk 10: Risiko Penyelesaian**,"Nasabah tidak memiliki akses yang efektif ke informasi tentang proses pembukaan rekening, sehingga berpotensi mengganggu kemampuan bank untuk memenuhi kewajiban.","Bank Mandiri Taspen dapat mengalami kesalahan dalam penyelesaian, sehingga berpotensi mengganggu kemampuan bank untuk memenuhi kewajiban.",Meningkatkan komunikasi dengan nasabah melalui berbagai saluran dan meningkatkan kemampuan deteksi ancaman.,Low,5,Operasional,Pending Review
